Function Name,File,Start Line,End Line,Cyclomatic Complexity,Cognitive Complexity,Max Nesting Depth,Code Lines,Priority Score
Zenith_SceneTests::TestAsyncAdditiveWithoutLoading,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,2979,3006,1,0,0,28,2.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3008,3008,1,0,0,1,3.4
Zenith_SceneTests::TestAsyncAdditiveWithoutLoadingSchedulesNoAsyncJob,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3010,3037,1,0,0,28,2.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3039,3039,1,0,0,1,3.4
Zenith_SceneTests::TestBatchSizeValidation,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3041,3061,1,0,0,21,2.4
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3067,3067,1,0,0,1,3.4
Zenith_SceneTests::TestCircularAsyncLoadFromLifecycle,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3069,3106,3,2,1,38,9.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3108,3108,1,0,0,1,3.4
Zenith_SceneTests::TestAsyncLoadDuringAsyncUnloadSameScene,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3110,3144,3,2,1,35,9.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3146,3146,1,0,0,1,3.4
Zenith_SceneTests::TestEntitySpawnDuringOnDestroy,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3148,3190,2,1,1,43,8.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3192,3192,1,0,0,1,3.4
Zenith_SceneTests::TestCallbackExceptionHandling,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3194,3227,1,0,0,34,3.4
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3230,3230,1,0,0,1,3.4
Zenith_SceneTests::TestMalformedSceneFile,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3233,3256,2,1,1,24,6.7
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3258,3258,1,0,0,1,3.4
Zenith_SceneTests::TestMaxConcurrentAsyncLoadWarning,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3260,3313,10,6,0,54,16.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3323,3323,1,0,0,1,3.4
Zenith_SceneTests::TestSetEnabledUnderDisabledParentNoOnEnable,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3325,3361,1,0,0,37,3.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3363,3363,1,0,0,1,3.4
Zenith_SceneTests::TestSetEnabledUnderEnabledParentFiresOnEnable,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3365,3391,1,0,0,27,2.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3393,3393,1,0,0,1,3.4
Zenith_SceneTests::TestDisableParentPropagatesOnDisableToChildren,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3395,3418,1,0,0,24,2.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3420,3420,1,0,0,1,3.4
Zenith_SceneTests::TestEnableParentPropagatesOnEnableToEnabledChildren,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3422,3450,1,0,0,29,3.0
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3452,3452,1,0,0,1,3.4
Zenith_SceneTests::TestDoublePropagationGuard,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3454,3483,1,0,0,30,3.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3489,3489,1,0,0,1,3.4
Zenith_SceneTests::TestEventDispatchSubscribeDuringCallback,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3491,3539,2,1,0,49,6.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3541,3541,1,0,0,1,3.4
Zenith_SceneTests::TestEventDispatchUnsubscribeDuringCallback,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3543,3579,1,0,0,37,3.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3585,3585,1,0,0,1,3.4
Zenith_SceneTests::TestSceneUnloadedCallbackHandleValid,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3587,3614,1,0,0,28,2.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3620,3620,1,0,0,1,3.4
Zenith_SceneTests::TestSceneGetNameReturnsRef,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3622,3640,1,0,0,19,2.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3642,3642,1,0,0,1,3.4
Zenith_SceneTests::TestSceneGetPathReturnsRef,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3644,3659,1,0,0,16,2.0
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3665,3665,1,0,0,1,3.4
Zenith_SceneTests::TestEntityCreatedDuringAwakeGetsAwakeImmediately,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3667,3696,1,0,0,30,3.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3702,3702,1,0,0,1,3.4
Zenith_SceneTests::TestActiveInHierarchyCacheValid,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3704,3727,1,0,0,24,2.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3729,3729,1,0,0,1,3.4
Zenith_SceneTests::TestActiveInHierarchyCacheInvalidatedOnSetEnabled,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3731,3758,1,0,0,28,2.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3760,3760,1,0,0,1,3.4
Zenith_SceneTests::TestActiveInHierarchyCacheInvalidatedOnSetParent,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3762,3790,1,0,0,29,3.0
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3798,3798,1,0,0,1,3.4
Zenith_SceneTests::TestPendingStartSurvivesSlotReuse,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3800,3832,1,0,0,33,3.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3834,3834,1,0,0,1,3.4
Zenith_SceneTests::TestPendingStartSkipsStaleEntity,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3836,3856,1,0,0,21,2.4
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3860,3860,1,0,0,1,3.4
Zenith_SceneTests::TestSlotReuseResetsActiveInHierarchy,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3862,3890,1,0,0,29,3.0
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3892,3892,1,0,0,1,3.4
Zenith_SceneTests::TestSlotReuseDirtyFlagReset,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3894,3922,1,0,0,29,3.0
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3926,3926,1,0,0,1,3.4
Zenith_SceneTests::TestAsyncUnloadBatchCountsChildren,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3928,3965,3,2,1,38,9.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3967,3967,1,0,0,1,3.4
Zenith_SceneTests::TestAsyncUnloadProgressWithHierarchy,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3969,3991,2,1,1,23,6.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3995,3995,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityTransfersTimedDestruction,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,3997,4034,3,3,1,38,10.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4036,4036,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityTimedDestructionNotInSource,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4038,4061,2,1,1,24,6.7
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4065,4065,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityAdjustsPendingStartCount,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4067,4096,1,0,0,30,3.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4098,4098,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityAlreadyStartedNoPendingCountChange,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4100,4127,1,0,0,28,2.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4131,4131,1,0,0,1,3.4
Zenith_SceneTests::TestActiveSceneSelectionPrefersBuildIndex,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4133,4157,1,0,0,25,2.7
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4159,4159,1,0,0,1,3.4
Zenith_SceneTests::TestActiveSceneSelectionFallsBackToTimestamp,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4161,4180,2,1,0,20,3.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4187,4187,1,0,0,1,3.4
Zenith_SceneTests::TestRuntimeEntityUnderDisabledParentNoOnEnable,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4188,4217,1,0,0,30,3.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4220,4220,1,0,0,1,3.4
Zenith_SceneTests::TestRuntimeEntityUnderEnabledParentGetsOnEnable,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4221,4246,1,0,0,26,2.8
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4249,4249,1,0,0,1,3.4
Zenith_SceneTests::TestDisabledEntityEventuallyGetsStart,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4250,4284,2,1,1,35,7.5
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4287,4287,1,0,0,1,3.4
Zenith_SceneTests::TestDisabledEntityPendingStartCountConsistent,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4288,4326,1,0,0,39,3.8
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4329,4329,1,0,0,1,3.4
Zenith_SceneTests::TestIsActiveInHierarchyDuringTeardown,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4330,4351,1,0,0,22,2.5
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4354,4354,1,0,0,1,3.4
Zenith_SceneTests::TestAsyncLoadIsLoadedFalseBeforeActivation,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4355,4390,5,5,1,36,13.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4393,4393,1,0,0,1,3.4
Zenith_SceneTests::TestLoadedSceneCountMinimumOne,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4394,4400,1,0,0,7,1.4
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4403,4403,1,0,0,1,3.4
Zenith_SceneTests::TestTimedDestructionEarlyCleanup,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4404,4432,2,1,1,29,7.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4438,4438,1,0,0,1,3.4
Zenith_SceneTests::TestTryGetEntityValid,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4440,4453,1,0,0,14,1.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4455,4455,1,0,0,1,3.4
Zenith_SceneTests::TestTryGetEntityInvalid,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4457,4475,1,0,0,19,2.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4477,4477,1,0,0,1,3.4
Zenith_SceneTests::TestScenePathCanonicalization,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4479,4494,1,0,0,16,2.0
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4496,4496,1,0,0,1,3.4
Zenith_SceneTests::TestFixedTimestepConfig,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4498,4511,1,0,0,14,1.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4513,4513,1,0,0,1,3.4
Zenith_SceneTests::TestAsyncBatchSizeConfig,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4515,4528,1,0,0,14,1.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4530,4530,1,0,0,1,3.4
Zenith_SceneTests::TestMaxConcurrentLoadsConfig,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4532,4545,1,0,0,14,1.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4547,4547,1,0,0,1,3.4
Zenith_SceneTests::TestLoadSceneNonExistentFile,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4549,4554,1,0,0,6,1.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4556,4556,1,0,0,1,3.4
Zenith_SceneTests::TestLoadSceneAsyncNonExistentFile,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4558,4568,1,0,0,11,1.7
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4570,4570,1,0,0,1,3.4
Zenith_SceneTests::TestPersistentSceneInvisibleWhenEmpty,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4572,4595,4,4,2,24,13.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4597,4597,1,0,0,1,3.4
Zenith_SceneTests::TestMarkPersistentWalksToRoot,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4599,4627,1,0,0,29,3.0
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4629,4629,1,0,0,1,3.4
Zenith_SceneTests::TestGetSceneAtSkipsUnloadingScene,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4631,4662,4,3,1,32,10.5
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4664,4664,1,0,0,1,3.4
Zenith_SceneTests::TestMergeScenesSourceBecomesActive,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4666,4686,1,0,0,21,2.4
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4692,4692,1,0,0,1,3.4
Zenith_SceneTests::TestAwakeFiresBeforeStart,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4694,4714,1,0,0,21,2.4
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4716,4716,1,0,0,1,3.4
Zenith_SceneTests::TestStartDeferredToNextFrame,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4718,4738,1,0,0,21,2.4
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4740,4740,1,0,0,1,3.4
Zenith_SceneTests::TestEntityCreatedInAwakeGetsFullLifecycle,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4742,4772,2,1,1,31,7.2
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4774,4774,1,0,0,1,3.4
Zenith_SceneTests::TestAwakeWaveDrainMultipleLevels,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4776,4806,2,1,1,31,7.2
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4808,4808,1,0,0,1,3.4
Zenith_SceneTests::TestUpdateNotCalledBeforeStart,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4810,4838,2,1,1,29,7.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4840,4840,1,0,0,1,3.4
Zenith_SceneTests::TestFixedUpdateNotCalledBeforeStart,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4842,4860,1,0,0,19,2.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4862,4862,1,0,0,1,3.4
Zenith_SceneTests::TestDestroyDuringAwakeSkipsStart,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4864,4886,1,0,0,23,2.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4888,4888,1,0,0,1,3.4
Zenith_SceneTests::TestDisableDuringAwakeSkipsOnEnable,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4890,4913,1,0,0,24,2.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4915,4915,1,0,0,1,3.4
Zenith_SceneTests::TestEntityWithNoScriptComponent,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4917,4934,1,0,0,18,2.2
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4940,4940,1,0,0,1,3.4
Zenith_SceneTests::TestOnDestroyCalledBeforeComponentRemoval,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4942,4969,1,0,0,28,2.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4971,4971,1,0,0,1,3.4
Zenith_SceneTests::TestOnDisableCalledBeforeOnDestroy,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,4973,5018,1,0,0,46,4.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5020,5020,1,0,0,1,3.4
Zenith_SceneTests::TestDestroyChildrenBeforeParent,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5022,5059,1,0,0,38,3.7
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5061,5061,1,0,0,1,3.4
Zenith_SceneTests::TestDoubleDestroyNoDoubleFree,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5063,5084,1,0,0,22,2.5
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5086,5086,1,0,0,1,3.4
Zenith_SceneTests::TestDestroyedEntityAccessibleUntilProcessed,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5088,5111,1,0,0,24,2.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5113,5113,1,0,0,1,3.4
Zenith_SceneTests::TestDestroyParentAndChildSameFrame,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5115,5141,1,0,0,27,2.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5143,5143,1,0,0,1,3.4
Zenith_SceneTests::TestOnDestroySpawnsEntity,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5145,5178,2,1,1,34,7.5
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5180,5180,1,0,0,1,3.4
Zenith_SceneTests::TestDestroyImmediateDuringIteration,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5182,5222,2,1,1,41,8.0
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5224,5224,1,0,0,1,3.4
Zenith_SceneTests::TestTimedDestructionCountdown,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5226,5249,1,0,0,24,2.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5251,5251,1,0,0,1,3.4
Zenith_SceneTests::TestTimedDestructionOnPausedScene,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5253,5283,1,0,0,31,3.2
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5289,5289,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityComponentDataIntegrity,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5291,5328,5,4,0,38,10.0
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5330,5330,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityQueryConsistency,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5332,5366,5,6,2,35,16.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5368,5368,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityThenDestroySameFrame,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5370,5393,1,0,0,24,2.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5395,5395,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityRootCacheInvalidation,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5397,5418,1,0,0,22,2.5
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5420,5420,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityPreservesEntityID,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5422,5438,1,0,0,17,2.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5440,5440,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityWithPendingStartTransfers,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5442,5467,1,0,0,26,2.8
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5469,5469,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityDeepHierarchyIntegrity,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5471,5516,1,0,0,46,4.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5518,5518,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityMainCameraConflict,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5520,5547,1,0,0,28,2.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5549,5549,1,0,0,1,3.4
Zenith_SceneTests::TestMoveEntityInvalidTarget,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5551,5569,1,0,0,19,2.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5575,5575,1,0,0,1,3.4
Zenith_SceneTests::TestSyncLoadCancelsAsyncLoads,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5577,5596,1,0,0,20,2.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5598,5598,1,0,0,1,3.4
Zenith_SceneTests::TestAsyncLoadProgressMonotonic,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5600,5631,3,2,1,32,8.9
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5633,5633,1,0,0,1,3.4
Zenith_SceneTests::TestAsyncLoadSameFileTwice,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5635,5666,7,8,1,32,16.7
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5668,5668,1,0,0,1,3.4
Zenith_SceneTests::TestAsyncUnloadThenReload,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5670,5690,2,1,0,21,4.0
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5692,5692,1,0,0,1,3.4
Zenith_SceneTests::TestOperationCleanupAfter60Frames,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5694,5715,2,1,0,22,4.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5717,5717,1,0,0,1,3.4
Zenith_SceneTests::TestIsOperationValidAfterCleanup,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5719,5740,2,1,0,22,4.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5742,5742,1,0,0,1,3.4
Zenith_SceneTests::TestAsyncLoadSingleModeCleansUp,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5744,5764,2,1,0,21,4.0
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5766,5766,1,0,0,1,3.4
Zenith_SceneTests::TestCancelAsyncLoadBeforeActivation,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5768,5798,3,3,1,31,9.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5804,5804,1,0,0,1,3.4
Zenith_SceneTests::TestSceneLoadedCallbackLoadsAnotherScene,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5806,5838,4,3,1,33,10.6
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5840,5840,1,0,0,1,3.4
Zenith_SceneTests::TestSceneUnloadedCallbackLoadsScene,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5842,5863,1,0,0,22,2.5
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5865,5865,1,0,0,1,3.4
Zenith_SceneTests::TestActiveSceneChangedCallbackChangesActive,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5867,5888,1,0,0,22,2.5
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5890,5890,1,0,0,1,3.4
Zenith_SceneTests::TestCallbackFiringDepthTracking,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5892,5910,1,0,0,19,2.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5912,5912,1,0,0,1,3.4
Zenith_SceneTests::TestRegisterCallbackDuringDispatch,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5914,5950,3,2,1,37,9.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5952,5952,1,0,0,1,3.4
Zenith_SceneTests::TestSingleModeCallbackOrder,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5954,5990,2,1,0,37,5.2
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5992,5992,1,0,0,1,3.4
Zenith_SceneTests::TestMultipleCallbacksSameType,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,5994,6018,1,0,0,25,2.7
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,6024,6024,1,0,0,1,3.4
Zenith_SceneTests::TestHandleReuseAfterUnload,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,6026,6044,2,1,1,19,6.3
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,6046,6046,1,0,0,1,3.4
Zenith_SceneTests::TestOldHandleInvalidAfterReuse,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,6048,6058,1,0,0,11,1.7
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,6060,6060,1,0,0,1,3.4
Zenith_SceneTests::TestSceneHashDifferentGenerations,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,6062,6078,1,0,0,17,2.1
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,6080,6080,1,0,0,1,3.4
Zenith_SceneTests::TestMultipleCreateDestroyGenerations,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,6082,6107,4,7,2,26,15.5
ZENITH_TEST,Zenith\EntityComponent\Zenith_SceneManager.Tests.inl,6113,6113,1,0,0,1,3.4
