File,Total Lines,Code Lines,Comment Lines,Blank Lines,Cyclomatic Complexity,Cognitive Complexity,Maintainability Index,Functions,Classes,Max Nesting,Halstead Volume,Halstead Difficulty,Halstead Effort,Estimated Bugs
FluxCompiler\FluxCompiler.cpp,143,102,17,25,13,16,28.85,6,0,2,4511.10,31.18,140634.67,1.504
Games\AIShowcase\AIShowcase.cpp,288,211,31,47,3,2,20.27,10,0,1,12237.27,55.00,673049.77,4.079
Games\AIShowcase\Components\AIShowcase_Behaviour.h,1206,854,185,185,101,172,0.00,26,5,5,46783.97,89.35,4180296.67,15.595
Games\Combat\Combat.cpp,809,567,156,120,25,41,4.56,15,0,3,37354.24,77.24,2885273.45,12.451
Games\Combat\Components\Combat_AnimationController.h,579,361,125,94,42,49,9.45,22,1,2,14351.95,54.14,777055.39,4.784
Games\Combat\Components\Combat_Behaviour.h,1196,850,151,199,100,168,0.00,37,4,4,43924.67,83.57,3670948.62,14.642
Games\Combat\Components\Combat_Config.h,302,206,58,43,9,8,20.69,3,1,1,8821.88,40.81,359989.74,2.941
Games\Combat\Components\Combat_DamageSystem.h,416,239,129,55,29,39,16.70,17,5,3,8509.41,57.10,485859.69,2.836
Games\Combat\Components\Combat_EnemyAI.h,516,337,105,76,40,56,10.88,24,4,4,12148.12,51.84,629715.67,4.049
Games\Combat\Components\Combat_EnemyBehaviour.cpp,56,47,1,9,4,3,41.97,6,0,1,1004.54,15.52,15587.62,0.335
Games\Combat\Components\Combat_EnemyBehaviour.h,75,38,25,12,1,0,44.95,0,2,0,833.19,10.90,9079.30,0.278
Games\Combat\Components\Combat_HitDetection.h,263,128,101,36,9,17,27.18,10,4,4,4596.27,33.58,154338.04,1.532
Games\Combat\Components\Combat_IKController.h,318,155,121,51,9,12,24.15,13,3,2,6857.98,41.82,286797.94,2.286
Games\Combat\Components\Combat_PlayerBehaviour.cpp,105,82,7,17,15,13,32.02,6,0,2,2876.45,22.39,64416.17,0.959
Games\Combat\Components\Combat_PlayerBehaviour.h,64,30,23,11,1,0,47.82,0,3,0,676.97,9.56,6473.52,0.226
Games\Combat\Components\Combat_PlayerController.h,534,364,93,79,60,73,7.60,32,3,3,11592.42,55.13,639144.96,3.864
Games\Combat\Components\Combat_QueryHelper.h,349,210,87,53,21,27,19.10,13,2,2,8233.72,60.95,501874.70,2.745
Games\Combat\Components\Combat_UIManager.h,222,155,46,25,22,46,22.79,5,2,3,6039.27,60.08,362845.59,2.013
Games\Exploration\Components\Exploration_AsyncLoader.h,266,168,73,28,14,18,23.95,14,2,2,4566.49,45.35,207103.91,1.522
Games\Exploration\Components\Exploration_AtmosphereController.h,535,343,134,66,34,35,11.01,17,1,2,14377.56,51.52,740747.10,4.793
Games\Exploration\Components\Exploration_Behaviour.h,535,368,94,74,37,56,10.22,8,3,2,13096.03,48.43,634300.31,4.365
Games\Exploration\Components\Exploration_Config.h,282,187,81,40,9,8,21.44,3,1,1,9308.00,40.85,380272.63,3.103
Games\Exploration\Components\Exploration_PlayerController.h,323,195,92,39,24,34,20.37,13,0,2,5975.82,37.73,225476.70,1.992
Games\Exploration\Components\Exploration_TerrainExplorer.h,277,143,99,43,10,9,24.86,13,2,2,6664.93,44.19,294526.43,2.222
Games\Exploration\Components\Exploration_UIManager.h,367,265,75,31,16,33,16.66,14,0,2,11103.52,65.10,722819.56,3.701
Games\Exploration\Exploration.cpp,756,525,111,124,30,43,4.96,25,3,3,33341.86,63.01,2100815.93,11.114
Games\Marble\Components\Marble_Behaviour.h,592,423,89,82,59,85,5.45,12,3,2,15397.63,70.75,1089447.85,5.133
Games\Marble\Components\Marble_CameraFollow.h,96,44,40,13,3,2,41.13,2,1,1,1696.19,22.76,38597.77,0.565
Games\Marble\Components\Marble_CollectibleSystem.h,132,72,48,16,7,9,34.72,2,2,2,2524.12,32.21,81299.12,0.841
Games\Marble\Components\Marble_Config.h,175,126,21,28,7,6,27.67,3,1,1,4481.99,30.37,136114.53,1.494
Games\Marble\Components\Marble_Input.h,113,60,40,13,12,12,36.99,4,1,1,1692.96,24.67,41766.48,0.564
Games\Marble\Components\Marble_LevelGenerator.h,294,194,58,43,13,15,20.44,6,2,2,9652.33,50.60,488407.69,3.217
Games\Marble\Components\Marble_PhysicsController.h,104,44,47,13,6,5,41.61,4,1,1,1271.83,19.53,24835.06,0.424
Games\Marble\Components\Marble_UIManager.h,154,95,46,16,12,7,31.07,4,2,1,2834.20,44.52,126189.27,0.945
Games\Marble\Marble.cpp,391,275,50,67,7,7,16.08,11,0,2,17859.51,58.64,1047258.99,5.953
Games\RenderTest\RenderTest.cpp,798,663,32,104,88,156,0.00,34,4,4,34597.48,67.69,2342071.75,11.532
Games\Runner\Components\Runner_AnimationDriver.h,288,142,113,38,14,10,26.01,9,3,2,3918.05,30.66,120119.25,1.306
Games\Runner\Components\Runner_Behaviour.h,602,423,87,93,48,69,6.79,11,3,3,16126.43,55.31,891901.68,5.375
Games\Runner\Components\Runner_CharacterController.h,343,232,71,43,29,35,17.74,20,3,3,6630.23,44.75,296702.94,2.210
Games\Runner\Components\Runner_CollectibleSpawner.h,513,360,87,72,44,71,9.01,13,6,4,15314.52,58.61,897531.45,5.105
Games\Runner\Components\Runner_Config.h,321,218,98,44,11,10,19.71,3,1,1,9326.89,37.03,345374.92,3.109
Games\Runner\Components\Runner_ParticleManager.h,335,181,116,46,20,26,20.78,7,3,3,7878.69,57.85,455774.75,2.626
Games\Runner\Components\Runner_TerrainManager.h,274,137,116,33,17,20,25.34,6,4,2,4774.02,38.59,184226.75,1.591
Games\Runner\Components\Runner_UIManager.h,159,113,41,13,16,26,27.92,2,2,2,3892.46,43.53,169428.12,1.297
Games\Runner\Runner.cpp,592,435,62,96,20,24,8.27,12,0,2,31402.21,91.17,2863092.76,10.467
Games\Sokoban\Components\Sokoban_Behaviour.h,918,674,121,126,77,107,0.00,18,5,4,26880.59,76.04,2044048.82,8.960
Games\Sokoban\Components\Sokoban_Config.h,148,95,29,24,6,5,31.85,3,1,1,2860.62,27.04,77349.05,0.954
Games\Sokoban\Components\Sokoban_GridLogic.h,225,136,64,25,21,18,25.93,6,1,2,3372.52,43.81,147740.16,1.124
Games\Sokoban\Components\Sokoban_Input.h,80,47,28,6,9,8,42.53,2,1,1,668.82,7.65,5117.90,0.223
Games\Sokoban\Components\Sokoban_LevelGenerator.h,226,136,68,32,25,29,23.47,3,2,3,6350.92,76.88,488227.25,2.117
Games\Sokoban\Components\Sokoban_Rendering.h,314,220,56,44,25,46,17.78,11,2,6,9218.85,54.63,503651.68,3.073
Games\Sokoban\Components\Sokoban_Solver.h,252,147,76,32,26,47,23.13,4,3,4,5330.00,65.04,346678.61,1.777
Games\Sokoban\Components\Sokoban_UIManager.h,128,70,48,10,10,7,35.22,4,1,1,2049.37,44.97,92153.30,0.683
Games\Sokoban\Sokoban.cpp,356,260,41,56,2,1,17.35,10,0,1,17425.81,48.67,848055.97,5.809
Games\Survival\Components\Survival_Behaviour.h,887,608,143,137,62,102,0.17,21,4,3,24781.05,63.17,1565336.10,8.260
Games\Survival\Components\Survival_Config.h,223,156,31,36,9,8,24.72,3,1,1,5563.35,34.90,194168.80,1.854
Games\Survival\Components\Survival_CraftingSystem.h,278,163,74,42,15,16,24.14,15,3,2,4510.70,48.67,219520.70,1.504
Games\Survival\Components\Survival_EventBus.h,241,127,92,23,4,3,29.55,9,10,1,2693.58,20.83,56103.49,0.898
Games\Survival\Components\Survival_Inventory.h,162,93,45,24,17,17,30.71,16,1,2,2734.45,43.25,118265.02,0.911
Games\Survival\Components\Survival_PlayerController.h,306,184,78,45,25,27,20.31,13,2,1,6998.21,46.11,322699.09,2.333
Games\Survival\Components\Survival_ResourceNode.h,296,184,73,39,27,41,20.89,15,2,3,5295.22,50.73,268628.30,1.765
Games\Survival\Components\Survival_TaskProcessor.h,332,177,115,42,21,24,22.48,11,3,3,4619.94,49.62,229240.07,1.540
Games\Survival\Components\Survival_UIManager.h,275,189,56,30,22,40,19.91,9,1,2,8393.71,55.68,467362.05,2.798
Games\Survival\Components\Survival_WorldQuery.h,236,145,67,24,12,12,25.24,9,2,2,5168.66,42.78,221104.00,1.723
Games\Survival\Survival.cpp,837,621,100,129,26,34,2.72,14,0,3,49144.59,92.87,4564230.14,16.382
Games\Test\Components\PlayerController_Behaviour.cpp,458,371,21,69,67,102,5.05,14,0,4,18588.57,77.63,1442973.51,6.196
Games\Test\Components\PlayerController_Behaviour.h,117,89,9,19,6,5,32.51,0,6,2,2818.24,20.80,58628.99,0.939
Games\Test\Components\SphereMovement_Behaviour.cpp,35,27,0,8,1,0,47.99,4,0,0,889.73,16.75,14903.02,0.297
Games\Test\Components\SphereMovement_Behaviour.h,111,85,6,20,3,2,33.98,0,4,1,2290.83,31.52,72210.80,0.764
Games\Test\Test.cpp,102,74,13,16,1,0,35.87,9,0,0,2073.23,18.44,38235.09,0.691
Games\TilePuzzle\Components\Pinball_Behaviour.h,2687,2040,272,379,289,501,0.00,53,9,5,120270.82,144.79,17413443.94,40.090
Games\TilePuzzle\Components\TilePuzzle_AssetGen.h,1513,1132,162,245,102,183,0.00,48,0,4,91899.00,151.22,13897213.90,30.633
Games\TilePuzzle\Components\TilePuzzle_Behaviour.h,4446,3411,460,624,683,1130,0.00,100,10,7,207595.36,145.72,30251604.85,69.198
Games\TilePuzzle\Components\TilePuzzle_ConditionalValidator.h,167,109,43,16,25,39,27.07,2,1,3,3876.83,47.61,184583.67,1.292
Games\TilePuzzle\Components\TilePuzzle_LevelGenerator.h,1953,1551,238,207,270,797,0.00,11,6,10,94573.30,172.14,16279855.64,31.524
Games\TilePuzzle\Components\TilePuzzle_MetaGame.h,952,733,89,134,128,246,0.00,32,0,4,41652.81,68.12,2837308.47,13.884
Games\TilePuzzle\Components\TilePuzzle_Rules.h,410,268,95,51,63,149,10.56,5,3,5,9958.88,86.55,861895.42,3.320
Games\TilePuzzle\Components\TilePuzzle_SaveData.h,646,516,89,69,73,116,1.24,36,2,3,17845.19,126.20,2251990.49,5.948
Games\TilePuzzle\Components\TilePuzzle_Solver.h,1103,806,157,146,187,664,0.00,18,4,10,48913.34,184.38,9018446.16,16.304
Games\TilePuzzle\Components\TilePuzzle_Types.h,318,253,72,31,22,10,17.17,12,6,1,8312.50,38.75,322109.36,2.771
Games\TilePuzzle\Components\TilePuzzleLevelData_Serialize.h,232,189,28,20,24,34,19.82,2,0,3,7892.85,71.11,561269.34,2.631
Games\TilePuzzle\Tests\TilePuzzle_AutoTest.h,9522,7227,1040,1339,1451,1860,0.00,124,11,7,443515.34,262.15,116268287.13,147.838
Games\TilePuzzle\TilePuzzle.cpp,3119,2366,337,430,94,123,0.00,32,3,3,239788.13,196.64,47153091.78,79.929
TilePuzzleLevelGen\TilePuzzleLevelData_Image.h,178,136,12,30,34,33,21.50,6,1,3,8139.09,62.92,512108.54,2.713
TilePuzzleLevelGen\TilePuzzleLevelGen.cpp,2036,1522,255,278,255,422,0.00,31,12,4,88481.32,143.96,12738149.60,29.494
TilePuzzleLevelGen\TilePuzzleLevelGen_Analytics.h,218,180,11,27,21,40,20.87,4,1,4,7433.17,100.71,748626.59,2.478
TilePuzzleLevelGen\TilePuzzleLevelMetadata.h,149,106,37,18,4,3,31.02,2,1,0,2915.89,43.74,127541.23,0.972
TilePuzzleRegistryViewer\TilePuzzleRegistryViewer.cpp,758,590,54,116,94,125,0.00,14,3,5,35290.78,55.24,1949487.58,11.764
Tools\Zenith_Tools_AssimpConvert.cpp,400,292,55,54,40,66,10.93,15,0,4,18695.64,71.33,1333489.22,6.232
Tools\Zenith_Tools_AssimpConvert.h,103,29,56,19,1,0,46.82,0,4,0,1048.21,13.17,13805.69,0.349
Tools\Zenith_Tools_FontExport.cpp,215,153,30,41,24,44,21.64,5,0,4,8385.50,55.03,461466.50,2.795
Tools\Zenith_Tools_FontExport.h,21,10,6,5,1,0,61.25,0,0,0,250.77,8.67,2173.32,0.084
Tools\Zenith_Tools_GltfExport.cpp,334,248,49,40,34,67,15.48,5,0,5,9077.59,60.58,549936.65,3.026
Tools\Zenith_Tools_GltfExport.h,45,19,21,6,1,0,55.16,0,3,0,252.01,8.25,2079.07,0.084
Tools\Zenith_Tools_MeshExport.cpp,926,640,173,136,89,152,0.00,15,2,4,38373.66,94.56,3628443.09,12.791
Tools\Zenith_Tools_MeshExport.h,1,0,0,1,1,0,99.87,0,0,0,0.00,0.00,0.00,0.000
Tools\Zenith_Tools_TerrainExport.cpp,698,544,43,115,42,74,2.29,13,1,3,42246.70,144.57,6107448.96,14.082
Tools\Zenith_Tools_TerrainExport.h,45,10,29,6,1,0,60.54,0,0,0,317.07,7.86,2491.25,0.106
Tools\Zenith_Tools_TestAssetExport.cpp,1205,910,166,172,39,63,0.00,19,0,2,73272.58,143.96,10548404.71,24.424
Tools\Zenith_Tools_TestAssetExport.h,16,4,8,4,1,0,75.37,0,0,0,42.00,1.50,63.00,0.014
Tools\Zenith_Tools_TextureExport.cpp,432,346,52,52,56,82,7.80,14,0,4,15206.99,89.68,1363741.35,5.069
Tools\Zenith_Tools_TextureExport.h,36,19,14,8,1,0,52.09,0,1,0,691.85,11.17,7725.67,0.231
Zenith\AI\BehaviorTree\Zenith_BehaviorTree.cpp,193,140,25,28,18,19,25.78,11,0,2,3702.10,50.67,187573.16,1.234
Zenith\AI\BehaviorTree\Zenith_BehaviorTree.h,103,34,45,24,3,2,44.51,5,3,0,1248.81,16.35,20413.25,0.416
Zenith\AI\BehaviorTree\Zenith_BehaviorTree.Tests.inl,395,251,44,105,1,0,18.30,37,1,0,14900.92,76.67,1142428.62,4.967
Zenith\AI\BehaviorTree\Zenith_Blackboard.cpp,248,209,9,30,33,22,17.75,16,0,2,7665.88,75.03,575208.50,2.555
Zenith\AI\BehaviorTree\Zenith_Blackboard.h,94,57,17,20,3,2,37.71,2,4,0,2332.35,19.30,45024.41,0.777
Zenith\AI\BehaviorTree\Zenith_Blackboard.Tests.inl,136,82,9,45,6,5,31.96,16,0,0,4362.13,19.85,86578.81,1.454
Zenith\AI\BehaviorTree\Zenith_BTActions.cpp,395,308,24,64,28,36,14.05,31,0,3,9632.06,77.58,747261.46,3.211
Zenith\AI\BehaviorTree\Zenith_BTActions.h,173,109,27,37,1,0,30.23,15,8,0,3961.53,31.38,124292.96,1.321
Zenith\AI\BehaviorTree\Zenith_BTComposites.cpp,237,173,24,40,27,46,21.12,12,0,3,5955.26,72.64,432577.49,1.985
Zenith\AI\BehaviorTree\Zenith_BTComposites.h,93,49,29,17,1,0,40.65,5,5,0,1553.02,17.42,27057.02,0.518
Zenith\AI\BehaviorTree\Zenith_BTConditions.cpp,348,271,18,59,25,31,16.08,25,0,3,8414.38,66.28,557746.94,2.805
Zenith\AI\BehaviorTree\Zenith_BTConditions.h,168,110,22,37,1,0,30.21,19,8,0,3871.81,28.69,111084.01,1.291
Zenith\AI\BehaviorTree\Zenith_BTDecorators.cpp,325,245,24,58,28,26,17.27,22,0,2,6821.68,118.08,805472.92,2.274
Zenith\AI\BehaviorTree\Zenith_BTDecorators.h,152,81,42,31,1,0,34.09,13,6,0,2803.99,22.24,62364.62,0.935
Zenith\AI\BehaviorTree\Zenith_BTNode.cpp,157,104,24,29,8,8,30.58,12,0,2,2995.02,53.59,160502.48,0.998
Zenith\AI\BehaviorTree\Zenith_BTNode.h,175,71,77,31,1,0,36.06,12,10,0,2211.29,21.58,47712.74,0.737
Zenith\AI\Components\Zenith_AIAgentComponent.cpp,195,159,15,25,21,20,23.35,13,0,2,4844.18,50.89,246529.53,1.615
Zenith\AI\Components\Zenith_AIAgentComponent.h,121,55,35,32,3,2,39.14,11,4,0,1631.78,14.57,23770.61,0.544
Zenith\AI\Navigation\Zenith_NavMesh.cpp,918,704,69,146,96,149,0.00,30,0,5,39292.25,157.77,6199107.61,13.097
Zenith\AI\Navigation\Zenith_NavMesh.h,261,98,117,48,3,2,30.41,8,5,0,4759.29,24.61,117104.84,1.586
Zenith\AI\Navigation\Zenith_NavMesh.Tests.inl,244,166,24,58,3,3,22.97,14,0,2,10633.17,52.51,558354.65,3.544
Zenith\AI\Navigation\Zenith_NavMeshAgent.cpp,344,254,39,55,39,59,14.38,11,0,3,9692.22,60.55,586891.74,3.231
Zenith\AI\Navigation\Zenith_NavMeshAgent.h,170,59,81,36,4,3,36.91,18,3,0,2609.12,17.11,44646.92,0.870
Zenith\AI\Navigation\Zenith_NavMeshAgent.Tests.inl,242,165,19,58,2,1,23.34,12,0,1,10051.67,50.10,503552.20,3.351
Zenith\AI\Navigation\Zenith_NavMeshGenerator.cpp,1092,771,182,153,117,230,0.00,25,0,6,44052.71,133.97,5901574.53,14.684
Zenith\AI\Navigation\Zenith_NavMeshGenerator.h,278,137,120,45,1,0,27.53,0,13,0,4717.30,23.01,108533.42,1.572
Zenith\AI\Navigation\Zenith_NavMeshGenerator.Tests.inl,432,290,75,91,9,11,15.57,21,0,2,16382.70,74.02,1212665.96,5.461
Zenith\AI\Navigation\Zenith_Pathfinding.cpp,408,321,38,58,32,56,11.95,13,2,4,14157.97,76.24,1079432.80,4.719
Zenith\AI\Navigation\Zenith_Pathfinding.h,114,51,50,17,1,0,40.63,0,5,0,1380.00,15.54,21445.20,0.460
Zenith\AI\Navigation\Zenith_Pathfinding.Tests.inl,304,196,56,73,4,4,20.03,14,0,2,15936.02,94.49,1505782.33,5.312
Zenith\AI\Perception\Zenith_PerceptionSystem.cpp,653,499,61,99,63,106,2.08,28,0,4,23400.00,85.07,1990671.43,7.800
Zenith\AI\Perception\Zenith_PerceptionSystem.h,223,122,84,36,1,0,29.33,0,9,0,3753.62,15.43,57912.95,1.251
Zenith\AI\Perception\Zenith_PerceptionSystem.Tests.inl,295,187,27,89,10,12,20.97,18,0,3,10400.13,59.80,621964.70,3.467
Zenith\AI\Squad\Zenith_Formation.cpp,228,169,30,29,19,16,20.88,13,0,3,9848.34,74.29,731654.09,3.283
Zenith\AI\Squad\Zenith_Formation.h,99,58,34,16,1,0,38.75,5,3,0,1718.10,13.41,23038.15,0.573
Zenith\AI\Squad\Zenith_Formation.Tests.inl,55,33,3,19,2,1,43.82,6,0,1,1795.69,19.33,34716.76,0.599
Zenith\AI\Squad\Zenith_Squad.cpp,977,788,47,144,122,152,0.00,59,0,3,35749.07,108.99,3896342.07,11.916
Zenith\AI\Squad\Zenith_Squad.h,214,137,62,29,1,0,27.26,9,8,0,5158.81,18.22,94006.89,1.720
Zenith\AI\Squad\Zenith_Squad.Tests.inl,348,204,22,122,2,1,20.60,26,0,0,12750.62,39.60,504953.52,4.250
Zenith\AI\Squad\Zenith_TacticalPoint.cpp,1021,785,105,162,129,159,0.00,40,5,3,36762.54,115.75,4255331.62,12.254
Zenith\AI\Squad\Zenith_TacticalPoint.h,228,142,79,36,2,1,26.85,3,5,0,5049.63,22.49,113579.55,1.683
Zenith\AI\Squad\Zenith_TacticalPoint.Tests.inl,352,200,47,107,2,1,20.53,24,0,0,13887.00,41.42,575264.06,4.629
Zenith\AI\Zenith_AIDebugVariables.cpp,89,57,14,18,1,0,38.88,1,0,0,1734.95,12.12,21036.25,0.578
Zenith\AI\Zenith_AIDebugVariables.h,57,25,23,9,1,0,52.73,0,0,0,238.04,2.50,595.10,0.079
Zenith\AI\Zenith_AIDebugVariables.Tests.inl,115,62,31,22,20,8,32.63,4,0,1,4504.05,48.50,218446.19,1.501
Zenith\Android\Callstack\Zenith_Android_Callstack.cpp,164,125,11,30,16,20,27.11,9,2,2,3718.54,41.07,152729.53,1.240
Zenith\Android\Callstack\Zenith_Android_Callstack.h,24,13,5,6,1,0,58.72,0,2,0,255.00,6.60,1683.00,0.085
Zenith\Android\FileAccess\Zenith_Android_FileAccess.cpp,191,157,10,24,19,24,23.22,10,0,3,5743.81,45.15,259316.20,1.915
Zenith\Android\Multithreading\Zenith_Android_Multithreading.cpp,126,103,1,22,3,2,31.14,12,1,1,3209.26,27.42,88007.73,1.070
Zenith\Android\Multithreading\Zenith_Android_Multithreading.h,57,44,1,12,1,0,43.54,4,2,0,840.93,11.14,9370.41,0.280
